X Y Z Doppler RCS Label Mahalanobis_Error
24.707968 -4.700111 -1.957773 -0.516295 9.060000 0.000000 0.553216
19.271938 6.875886 -1.954951 -0.524337 9.950000 0.000000 0.134537
24.550505 -3.955319 -1.947850 -0.604433 9.250000 0.000000 0.855497
22.349730 4.059298 -1.947376 -0.602260 10.940000 0.000000 0.789151
22.188728 3.683268 -1.947124 -0.519504 7.950000 0.000000 0.601645
16.423765 12.433563 -1.946427 -0.469839 11.860000 0.000000 0.251420
24.475107 -3.742642 -1.945273 -0.604401 8.960000 0.000000 0.842031
24.500231 -3.462564 -1.944907 -0.533303 10.910000 0.000000 0.352662
24.556259 -3.819544 -1.943441 -0.533304 10.430000 0.000000 0.331207
19.966568 5.315895 -1.941964 -0.476650 9.310000 0.000000 1.137031
24.552258 -3.321078 -1.931249 -0.522775 9.640000 0.000000 0.536108
24.559927 -4.630463 -1.929646 -0.584108 9.910000 0.000000 0.566042
24.138517 4.006352 -1.927776 -0.512187 8.620000 0.000000 0.727933
24.085398 3.969863 -1.927727 -0.552644 10.460000 0.000000 0.059453
24.476700 -4.518676 -1.920677 -0.573787 9.410000 0.000000 0.387931
24.255768 3.866426 -1.920546 -0.564078 8.560000 0.000000 0.122544
24.457363 -5.424050 -1.919063 -0.556559 8.280000 0.000000 0.175264
21.476664 3.798167 -1.917361 -0.551085 11.480000 0.000000 0.063323
23.999577 4.106728 -1.917360 -0.583443 12.560000 0.000000 0.458577
20.850666 3.713415 -1.915480 -0.543000 13.370000 0.000000 0.193656
23.973595 4.070301 -1.915384 -0.532249 22.950001 0.000000 0.390797
23.896109 3.986531 -1.913192 -0.602426 17.170000 0.000000 0.767369
23.975512 4.080070 -1.909367 -0.603840 15.160000 0.000000 0.794890
23.869894 4.062444 -1.901033 -0.603839 22.420000 0.000000 0.794895
24.864714 -4.592934 -1.892446 -0.484593 7.470000 0.000000 1.090023
21.033150 3.822940 -1.878678 -0.551254 15.580000 0.000000 0.053676
24.471895 -4.335567 -1.869807 -0.606844 9.610000 0.000000 0.920785
24.424688 -3.383055 -1.867609 -0.604346 10.020000 0.000000 0.817760
24.109850 3.988726 -1.867418 -0.519555 16.780001 0.000000 0.608078
24.053444 3.960656 -1.867072 -0.520594 17.799999 0.000000 0.591771
23.831219 4.116210 -1.863235 -0.610344 11.130000 0.000000 0.905085
17.277182 10.942102 -1.862838 -0.498347 11.660000 0.000000 0.293644
24.528591 -3.338253 -1.862828 -0.603233 9.910000 0.000000 0.795587
24.613403 -4.177392 -1.862235 -0.533301 9.490000 0.000000 0.310117
23.916103 3.979826 -1.861265 -0.589736 14.000000 0.000000 0.555366
24.004068 3.972089 -1.859431 -0.519553 21.240000 0.000000 0.608060
23.810305 3.963245 -1.853279 -0.589732 19.459999 0.000000 0.555361
24.657347 -4.750593 -1.851655 -0.573826 9.950000 0.000000 0.401480
23.898277 3.955450 -1.851443 -0.519550 20.870001 0.000000 0.608058
18.285822 8.038424 -1.849039 -0.511949 12.520000 0.000000 0.109786
20.738195 3.864493 -1.847897 -0.543509 11.280000 0.000000 0.175504
23.704514 3.946662 -1.845292 -0.589729 19.730000 0.000000 0.555374
24.552074 -4.730844 -1.843824 -0.573823 11.250000 0.000000 0.401473
17.962397 8.720579 -1.841025 -0.522091 11.010000 0.000000 0.198397
24.426157 -3.495616 -1.840767 -0.522771 10.080000 0.000000 0.526814
21.461098 3.895972 -1.840522 -0.551277 11.850000 0.000000 0.056009
17.923170 9.146396 -1.840273 -0.502123 13.530000 0.000000 0.053921
24.238892 -4.631623 -1.807361 -0.522757 8.520000 0.000000 0.447316
22.977938 3.977239 -1.798889 -0.551406 12.390000 0.000000 0.070194
23.951883 3.945726 -1.798720 -0.520591 18.250000 0.000000 0.593197
24.355692 3.787408 -1.798091 -0.532346 10.890000 0.000000 0.410712
20.933357 3.807197 -1.797192 -0.551248 14.780000 0.000000 0.055954
24.575886 -3.659144 -1.795278 -0.555488 10.880000 0.000000 0.022245
22.872229 3.960134 -1.790894 -0.551402 11.020000 0.000000 0.070182
24.155691 3.734439 -1.790439 -0.542504 17.940001 0.000000 0.243443
24.089010 4.091343 -1.787512 -0.532250 19.070000 0.000000 0.394045
24.243818 3.832222 -1.786270 -0.603813 10.190000 0.000000 0.775582
20.859491 3.611604 -1.786062 -0.551394 10.790000 0.000000 0.065709
22.117298 3.590044 -1.785942 -0.529330 8.490000 0.000000 0.448189
24.141993 3.991554 -1.785149 -0.574035 10.280000 0.000000 0.291785
18.315403 8.722288 -1.782616 -0.469174 12.620000 0.000000 0.709528
24.114809 3.958598 -1.780616 -0.603827 10.000000 0.000000 0.783484
18.216356 9.983614 -1.778051 -0.472895 10.010000 0.000000 0.418621
24.522350 -3.431278 -1.775735 -0.603615 9.470000 0.000000 0.805394
24.131079 4.025068 -1.775080 -0.523489 9.610000 0.000000 0.543433
17.809187 9.490985 -1.772701 -0.468632 12.180000 0.000000 0.537511
21.604948 3.732178 -1.772149 -0.551430 13.530000 0.000000 0.067963
23.980524 4.116129 -1.770251 -0.603719 17.620001 0.000000 0.791434
24.416233 -3.416636 -1.768086 -0.603615 9.320000 0.000000 0.805407
24.510838 -3.535977 -1.766599 -0.542402 18.940001 0.000000 0.201924
18.734327 5.820754 -1.762547 -0.493288 14.830000 0.000000 0.766741
24.975845 -3.552360 -1.755419 -0.545678 7.790000 0.000000 0.151648
22.523064 3.739165 -1.747605 -0.519513 10.320000 0.000000 0.607955
24.665625 -3.864764 -1.745809 -0.576021 9.360000 0.000000 0.373109
24.689318 -4.199110 -1.745203 -0.555710 9.920000 0.000000 0.058785
22.305559 3.871365 -1.743470 -0.589461 12.340000 0.000000 0.560439
17.288363 11.146052 -1.737033 -0.498009 11.060000 0.000000 0.323205
19.212513 6.682827 -1.736854 -0.477635 12.090000 0.000000 0.937892
24.070601 4.000651 -1.733489 -0.551548 11.310000 0.000000 0.080481
24.477507 -4.166692 -1.730658 -0.555695 9.590000 0.000000 0.058796
23.984365 4.086623 -1.729220 -0.570999 11.770000 0.000000 0.247072
20.897511 3.780124 -1.728635 -0.523533 14.470000 0.000000 0.518241
24.293474 -6.243766 -1.725788 -0.533173 9.530000 0.000000 0.137745
23.878574 4.069710 -1.721808 -0.570995 17.990000 0.000000 0.247072
18.029938 9.197474 -1.717442 -0.502157 13.690000 0.000000 0.058144
22.109137 3.715941 -1.717023 -0.539148 8.110000 0.000000 0.280156
24.237780 3.797767 -1.716416 -0.552681 11.230000 0.000000 0.074257
24.250999 3.987949 -1.714452 -0.493068 10.490000 0.000000 1.051696
23.772797 4.052795 -1.714397 -0.570991 18.889999 0.000000 0.247073
16.300825 12.275194 -1.713534 -0.454433 13.250000 0.000000 0.023505
22.151924 3.588391 -1.710512 -0.540172 8.360000 0.000000 0.271233
18.125702 9.938225 -1.699978 -0.472848 10.840000 0.000000 0.420591
18.304859 8.859410 -1.687577 -0.452500 11.690000 0.000000 0.964373
19.422565 6.380939 -1.687384 -0.452500 10.630000 0.000000 1.404197
16.461107 11.915086 -1.684971 -0.514079 10.630000 0.000000 0.862178
24.587831 -4.181760 -1.675069 -0.555703 11.510000 0.000000 0.057342
17.046907 11.432047 -1.674354 -0.492135 10.300000 0.000000 0.313718
24.761513 -4.609797 -1.665824 -0.503210 8.760000 0.000000 0.783833
17.414228 10.686487 -1.665178 -0.522779 10.060000 0.000000 0.625340
20.800776 3.744433 -1.660141 -0.564200 10.250000 0.000000 0.152048
24.655903 -4.591586 -1.658858 -0.503204 8.360000 0.000000 0.783822
17.851274 9.011278 -1.657729 -0.543065 13.450000 0.000000 0.600939
22.365431 4.022595 -1.656317 -0.603725 13.800000 0.000000 0.802885
18.580288 8.931374 -1.654278 -0.514459 9.520000 0.000000 0.049533
21.645239 3.916248 -1.652332 -0.523536 13.440000 0.000000 0.522000
18.597115 6.144010 -1.648255 -0.551759 17.530001 0.000000 0.244777
21.603270 3.822947 -1.645734 -0.551091 13.290000 0.000000 0.071385
18.515045 6.886955 -1.643371 -0.513939 16.110001 0.000000 0.274977
24.549871 -4.642735 -1.637466 -0.546663 11.660000 0.000000 0.059250
24.318539 3.691850 -1.636703 -0.512275 9.010000 0.000000 0.750887
24.260111 3.775291 -1.633972 -0.532345 10.620000 0.000000 0.414054
18.406796 8.385818 -1.624970 -0.477385 14.080000 0.000000 0.641704
24.096231 4.137945 -1.624935 -0.603719 8.480000 0.000000 0.788154
24.086195 4.106126 -1.618045 -0.543000 10.780000 0.000000 0.218957
22.208935 3.857575 -1.603298 -0.589457 13.370000 0.000000 0.557151
21.627178 3.891460 -1.601930 -0.603718 13.210000 0.000000 0.802883
21.547455 3.878283 -1.598027 -0.564209 13.150000 0.000000 0.148863
24.545023 -4.001273 -1.588476 -0.576077 9.820000 0.000000 0.381210
20.801949 3.764792 -1.588165 -0.523532 11.970000 0.000000 0.521984
17.666956 10.216784 -1.584714 -0.507872 10.540000 0.000000 0.256726
22.999460 3.960095 -1.584695 -0.551491 13.040000 0.000000 0.075225
19.667204 6.095972 -1.582194 -0.484663 8.590000 0.000000 0.919614
24.630110 -4.485456 -1.579470 -0.525218 7.620000 0.000000 0.428302
18.545065 7.463320 -1.566962 -0.532021 13.610000 0.000000 0.105552
18.294518 8.796051 -1.565047 -0.514438 10.030000 0.000000 0.047764
18.399391 8.389781 -1.563717 -0.514053 14.690000 0.000000 0.035097
23.975018 3.988171 -1.563034 -0.551545 18.910000 0.000000 0.083856
23.869127 3.971648 -1.556291 -0.551541 20.930000 0.000000 0.083860
20.791214 3.674566 -1.548964 -0.532150 9.400000 0.000000 0.386256
22.859724 3.925963 -1.547016 -0.574053 16.100000 0.000000 0.297118
22.854496 3.926800 -1.542973 -0.564158 15.500000 0.000000 0.133307
20.783461 3.741591 -1.539774 -0.603709 11.380000 0.000000 0.802874
23.533812 4.072492 -1.538562 -0.610331 11.150000 0.000000 0.898386
18.652765 7.334586 -1.537929 -0.543935 15.400000 0.000000 0.275956
23.618372 3.937608 -1.537857 -0.589725 14.750000 0.000000 0.548727
18.553041 7.295564 -1.529725 -0.543933 15.020000 0.000000 0.275952
16.411089 12.325328 -1.527227 -0.504988 10.760000 0.000000 0.801845
18.916237 4.294431 -1.526742 -0.543602 24.100000 0.000000 0.113993
17.624260 10.293580 -1.522204 -0.514874 10.240000 0.000000 0.390444
18.281200 8.327334 -1.514018 -0.509438 14.950000 0.000000 0.114009
23.110115 3.979017 -1.512563 -0.551495 14.120000 0.000000 0.076892
17.758848 -10.372135 -1.503241 -0.452500 9.750000 0.000000 0.444497
18.225924 9.656437 -1.502763 -0.501565 9.560000 0.000000 0.010836
17.386595 10.367324 -1.502738 -0.452500 11.020000 0.000000 0.601146
18.657164 6.405344 -1.499218 -0.493105 16.700001 0.000000 0.698987
22.898487 3.945041 -1.499064 -0.551486 11.760000 0.000000 0.076890
18.374067 7.771458 -1.495728 -0.485699 13.500000 0.000000 0.604350
17.133282 10.578531 -1.493308 -0.452500 8.490000 0.000000 0.529257
24.081377 4.076427 -1.491726 -0.551318 12.700000 0.000000 0.085319
24.067244 4.133881 -1.491098 -0.551532 11.790000 0.000000 0.078473
18.590189 6.105331 -1.489602 -0.515855 17.940001 0.000000 0.359376
20.805740 3.669327 -1.488413 -0.542310 10.440000 0.000000 0.220183
18.460917 8.918122 -1.488245 -0.467993 12.940000 0.000000 0.716481
20.799337 3.578850 -1.483894 -0.552544 10.930000 0.000000 0.056662
17.222439 9.663972 -1.482446 -0.493795 12.910000 0.000000 0.035127
18.530924 7.184142 -1.482226 -0.514010 12.530000 0.000000 0.236064
20.709253 3.647332 -1.479067 -0.602272 11.810000 0.000000 0.772210
22.938244 3.959269 -1.471164 -0.543477 10.770000 0.000000 0.209700
22.837132 3.895085 -1.469912 -0.603826 15.510000 0.000000 0.786871
17.781925 10.244493 -1.466349 -0.514854 9.930000 0.000000 0.361871
23.681849 4.041806 -1.465370 -0.570987 13.470000 0.000000 0.242151
17.605999 9.683608 -1.464029 -0.500111 12.210000 0.000000 0.031463
23.662043 3.940534 -1.462251 -0.551534 11.280000 0.000000 0.085390
16.850746 11.656309 -1.459586 -0.488225 9.260000 0.000000 0.317007
22.412514 3.868693 -1.459560 -0.519313 13.410000 0.000000 0.609300
18.804087 7.774242 -1.456267 -0.476718 12.050000 0.000000 0.782465
21.521641 3.840187 -1.450049 -0.543000 11.960000 0.000000 0.208056
22.387093 3.998638 -1.439142 -0.543492 12.340000 0.000000 0.201164
18.465942 6.807381 -1.435445 -0.514502 17.879999 0.000000 0.280516
23.128475 3.925985 -1.434000 -0.551281 13.340000 0.000000 0.085287
20.826620 3.709914 -1.415682 -0.583385 11.630000 0.000000 0.460479
18.887768 4.692075 -1.403686 -0.518307 18.549999 0.000000 0.496982
23.980042 4.061644 -1.403085 -0.551314 21.219999 0.000000 0.086765
23.965944 4.118812 -1.402785 -0.551528 20.070000 0.000000 0.079912
24.252554 3.752120 -1.401334 -0.561945 12.270000 0.000000 0.070506
18.886154 7.473670 -1.396869 -0.510143 12.760000 0.000000 0.280773
23.860088 4.101810 -1.396698 -0.551524 22.570000 0.000000 0.079909
16.329338 11.945751 -1.390507 -0.487657 9.900000 0.000000 0.444746
21.534973 3.877941 -1.388384 -0.603717 12.940000 0.000000 0.798110
17.976526 8.354536 -1.388334 -0.597962 13.970000 0.000000 1.377167
16.862982 11.629968 -1.386740 -0.544221 12.610000 0.000000 1.235419
21.579151 3.777975 -1.386614 -0.523511 12.760000 0.000000 0.536876
21.116264 3.779615 -1.364085 -0.603817 10.330000 0.000000 0.798307
20.920061 3.690608 -1.357976 -0.542314 10.000000 0.000000 0.223410
20.909927 3.697789 -1.352935 -0.532152 12.150000 0.000000 0.391172
18.520353 7.118077 -1.351451 -0.543917 15.890000 0.000000 0.246513
23.026970 3.911131 -1.348343 -0.551277 13.010000 0.000000 0.086733
18.345917 8.526540 -1.342596 -0.511028 14.910000 0.000000 0.063896
17.475080 10.208714 -1.340009 -0.505937 14.570000 0.000000 0.238973
17.702446 10.120230 -1.332579 -0.487199 10.390000 0.000000 0.113667
16.641632 11.991800 -1.331852 -0.462852 8.670000 0.000000 0.005583
22.841129 3.927981 -1.321995 -0.603710 14.870000 0.000000 0.783931
18.467266 7.574484 -1.320898 -0.489967 13.700000 0.000000 0.575186
22.764034 3.907915 -1.320804 -0.583423 14.070000 0.000000 0.447701
23.878418 4.046806 -1.315092 -0.551310 24.000000 0.000000 0.088106
23.776663 3.960829 -1.306847 -0.551538 17.889999 0.000000 0.088154
23.691566 3.863132 -1.301429 -0.551418 9.100000 0.000000 0.094670
23.546736 4.052658 -1.297855 -0.551512 12.160000 0.000000 0.081237
23.560690 3.996614 -1.297841 -0.551298 14.550000 0.000000 0.088095
23.454771 3.979882 -1.292089 -0.551294 8.350000 0.000000 0.088091
20.887819 3.770257 -1.287844 -0.552506 13.480000 0.000000 0.050491
20.827473 3.670271 -1.281668 -0.602275 13.930000 0.000000 0.767528
16.440754 12.553845 -1.281366 -0.497375 8.860000 0.000000 0.714168
17.565758 10.185647 -1.274194 -0.480734 12.780000 0.000000 0.194358
18.035234 9.675521 -1.271819 -0.478745 11.370000 0.000000 0.371790
18.395412 8.377681 -1.262178 -0.509458 14.260000 0.000000 0.120251
22.830177 3.788948 -1.255510 -0.551586 10.170000 0.000000 0.088153
18.286636 7.340329 -1.244472 -0.546063 16.100000 0.000000 0.327281
23.762468 4.088510 -1.228105 -0.551520 20.379999 0.000000 0.082477
20.839293 3.988671 -1.223423 -0.561412 11.020000 0.000000 0.111517
17.486773 10.939855 -1.215654 -0.462985 10.190000 0.000000 0.334235
23.577877 3.948129 -1.213913 -0.561782 17.110001 0.000000 0.081265
15.666596 13.739455 -1.199107 -0.489556 9.990000 0.000000 0.972616
18.156771 8.652897 -1.196786 -0.513409 10.940000 0.000000 0.009102
16.500463 12.294269 -1.196070 -0.482143 11.160000 0.000000 0.396428
19.706381 5.466999 -1.195337 -0.452121 11.800000 0.000000 1.540520
18.306273 8.367274 -1.192726 -0.452447 15.710000 0.000000 1.060485
21.550230 4.016284 -1.187917 -0.583402 11.910000 0.000000 0.466716
22.929079 3.898004 -1.184397 -0.551272 12.130000 0.000000 0.089333
18.606894 7.390693 -1.184022 -0.452286 15.970000 0.000000 1.238954
18.494989 7.281094 -1.181118 -0.509480 16.100000 0.000000 0.301746
22.861902 4.004975 -1.178709 -0.523517 15.080000 0.000000 0.541935
22.878885 3.832050 -1.177432 -0.602405 15.310000 0.000000 0.753904
22.838291 3.898478 -1.174804 -0.543000 13.680000 0.000000 0.225445
22.774290 3.916880 -1.173553 -0.574051 13.330000 0.000000 0.290416
23.779364 4.033267 -1.166548 -0.551306 22.230000 0.000000 0.090201
18.343534 6.598007 -1.161099 -0.547162 16.139999 0.000000 0.230087
23.606033 4.003021 -1.158026 -0.542414 11.160000 0.000000 0.237473
17.582327 10.996354 -1.155293 -0.463017 9.870000 0.000000 0.335498
20.940538 3.691388 -1.150822 -0.602278 14.910000 0.000000 0.764890
18.547403 5.858051 -1.147711 -0.522675 18.969999 0.000000 0.285380
23.076702 3.916587 -1.132132 -0.542403 13.670000 0.000000 0.237463
16.675858 11.746541 -1.128321 -0.524290 13.580000 0.000000 0.951915
22.987383 3.850410 -1.126631 -0.602407 13.780000 0.000000 0.753086
22.850584 3.949026 -1.122592 -0.543477 13.980000 0.000000 0.215519
22.853621 3.895391 -1.121553 -0.532231 12.670000 0.000000 0.404908
21.690807 3.864223 -1.121031 -0.583403 15.620000 0.000000 0.453732
18.687614 6.723556 -1.111109 -0.492374 16.059999 0.000000 0.678261
22.469379 4.149232 -1.109700 -0.543000 10.140000 0.000000 0.206789
23.383728 4.020726 -1.089968 -0.600565 15.200000 0.000000 0.727678
21.040630 3.714947 -1.087532 -0.542317 12.140000 0.000000 0.228725
21.030254 3.722285 -1.086474 -0.532154 13.660000 0.000000 0.396400
17.659330 10.111564 -1.071782 -0.452737 10.990000 0.000000 0.686057
21.772694 3.850427 -1.071561 -0.532169 12.840000 0.000000 0.397218
22.943996 3.941556 -1.070291 -0.552594 14.050000 0.000000 0.066770
17.478769 10.042268 -1.064820 -0.539105 11.830000 0.000000 0.750529
22.746651 4.000247 -1.063130 -0.602327 13.650000 0.000000 0.762207
21.103838 3.769918 -1.039471 -0.513368 9.250000 0.000000 0.706006
17.827599 8.169749 -1.038070 -0.544300 15.050000 0.000000 0.461566
21.054607 3.800857 -1.037918 -0.574067 10.720000 0.000000 0.301645
21.029238 3.839224 -1.037609 -0.602220 15.170000 0.000000 0.770686
21.006655 3.794503 -1.035604 -0.552509 15.040000 0.000000 0.055133
20.953365 3.737333 -1.031934 -0.583387 12.200000 0.000000 0.452911
23.749372 3.832010 -1.024583 -0.542462 15.270000 0.000000 0.249133
23.692310 3.969355 -1.024427 -0.561784 14.490000 0.000000 0.078726
23.480755 4.010759 -1.023310 -0.543000 10.210000 0.000000 0.227863
23.540627 4.011636 -1.018477 -0.539986 16.400000 0.000000 0.278386
17.420330 10.361693 -1.017044 -0.538332 11.320000 0.000000 0.805276
18.866899 4.691014 -1.007146 -0.516445 19.330000 0.000000 0.536761
18.455076 7.506683 -1.001340 -0.452293 13.360000 0.000000 1.215129
23.052956 3.960694 -0.999906 -0.552597 11.330000 0.000000 0.067692
21.167038 3.775041 -0.990816 -0.583392 9.410000 0.000000 0.452163
21.061338 3.756741 -0.985872 -0.583390 12.550000 0.000000 0.452166
18.336746 8.548529 -0.968440 -0.514094 11.130000 0.000000 0.015860
18.603287 5.522593 -0.964544 -0.559848 17.709999 0.000000 0.282458
23.589371 4.030362 -0.953918 -0.543000 9.640000 0.000000 0.228675
23.755436 4.047743 -0.949024 -0.539991 15.260000 0.000000 0.279239
23.520267 4.048550 -0.948441 -0.564164 14.370000 0.000000 0.123413
18.482189 6.982273 -0.944922 -0.543904 15.540000 0.000000 0.220123
23.609167 3.907890 -0.943899 -0.552634 14.830000 0.000000 0.076278
23.483427 3.936928 -0.937920 -0.561779 13.330000 0.000000 0.077881
18.320917 6.803076 -0.929689 -0.565154 14.940000 0.000000 0.554430
20.954012 3.784806 -0.914275 -0.574065 10.330000 0.000000 0.299968
22.652832 4.034313 -0.913374 -0.583422 11.900000 0.000000 0.450426
18.399176 8.366590 -0.907083 -0.524819 11.980000 0.000000 0.125663
21.130474 3.052837 -0.902729 -0.511087 9.970000 0.000000 0.788697
24.802866 -4.665072 -0.879583 -0.546671 9.830000 0.000000 0.071975
18.550270 6.626140 -0.874015 -0.470050 16.840000 0.000000 1.058622
21.674931 3.836385 -0.872929 -0.532167 11.310000 0.000000 0.399734
23.525969 4.042250 -0.869660 -0.583435 15.170000 0.000000 0.441234
18.463192 6.153508 -0.865521 -0.524194 17.629999 0.000000 0.223082
23.528234 3.942056 -0.865071 -0.602418 15.100000 0.000000 0.749826
23.604477 4.060296 -0.864886 -0.600571 13.220000 0.000000 0.725138
23.212982 3.769277 -0.853225 -0.532292 14.600000 0.000000 0.417889
21.142733 3.861816 -0.852102 -0.602223 12.760000 0.000000 0.768147
22.585423 4.174271 -0.848621 -0.543000 7.860000 0.000000 0.209962
22.782230 3.924413 -0.845828 -0.564158 10.300000 0.000000 0.122691
20.994095 3.845246 -0.844086 -0.561525 13.630000 0.000000 0.095010
22.760487 3.891182 -0.842867 -0.603824 11.750000 0.000000 0.777679
22.520895 4.030816 -0.842550 -0.543492 14.780000 0.000000 0.210174
18.570114 6.825481 -0.809613 -0.510872 15.780000 0.000000 0.356347
18.517101 6.208022 -0.809215 -0.543000 15.110000 0.000000 0.092340
23.628345 3.927396 -0.800368 -0.603702 10.190000 0.000000 0.768722
23.654764 3.930542 -0.800055 -0.564119 14.430000 0.000000 0.113270
23.543383 3.941073 -0.799975 -0.523486 11.860000 0.000000 0.557850
23.499054 4.047725 -0.798725 -0.603715 13.280000 0.000000 0.776934
23.531050 4.049977 -0.795486 -0.574062 15.080000 0.000000 0.285748
18.641371 5.941142 -0.795277 -0.513316 17.280001 0.000000 0.439825
21.381802 3.862048 -0.794688 -0.574073 12.150000 0.000000 0.298407
23.720366 3.927934 -0.793494 -0.552636 17.150000 0.000000 0.077665
23.701696 4.087259 -0.788243 -0.569501 17.690001 0.000000 0.210570
21.148558 3.746960 -0.782836 -0.532156 14.370000 0.000000 0.400475
23.914000 4.089016 -0.741710 -0.543000 24.980000 0.000000 0.230585
18.462006 6.768990 -0.739787 -0.561277 16.000000 0.000000 0.474973
18.668776 5.897426 -0.731293 -0.522692 18.389999 0.000000 0.292119
23.531286 3.884976 -0.725621 -0.543456 13.650000 0.000000 0.230793
23.662907 3.929037 -0.721081 -0.574029 16.629999 0.000000 0.276556
23.506083 4.018223 -0.719752 -0.603834 14.790000 0.000000 0.776509
21.282949 3.798992 -0.719653 -0.583394 14.290000 0.000000 0.449017
23.610449 4.027100 -0.718941 -0.532243 12.310000 0.000000 0.409353
23.660355 3.922094 -0.718901 -0.583434 17.020000 0.000000 0.431902
21.256563 3.766488 -0.717743 -0.532158 14.650000 0.000000 0.401123
21.124886 3.819657 -0.711360 -0.552512 15.900000 0.000000 0.059067
20.905451 3.928760 -0.700645 -0.600105 12.540000 0.000000 0.739178
21.108265 3.827613 -0.694984 -0.610022 14.190000 0.000000 0.893709
18.405748 6.405059 -0.684278 -0.513827 15.340000 0.000000 0.359982
23.810144 4.072318 -0.663731 -0.543000 25.049999 0.000000 0.231045
22.897486 3.552660 -0.662826 -0.551543 7.310000 0.000000 0.109606
18.586199 5.833674 -0.660971 -0.532579 19.129999 0.000000 0.133982
20.984060 4.087007 -0.654725 -0.603743 10.590000 0.000000 0.809239
21.390743 3.818648 -0.653891 -0.583397 12.980000 0.000000 0.448480
21.041216 3.929293 -0.651945 -0.564251 9.620000 0.000000 0.143325
23.718357 4.046108 -0.645527 -0.532244 15.810000 0.000000 0.409821
23.637432 3.897775 -0.645339 -0.603821 14.630000 0.000000 0.767833
21.232674 3.839369 -0.645267 -0.552515 14.560000 0.000000 0.059618
21.163467 3.742187 -0.639998 -0.542320 14.410000 0.000000 0.234044
23.640934 3.963670 -0.637964 -0.602420 17.740000 0.000000 0.748176
23.518362 3.996253 -0.633121 -0.542412 11.640000 0.000000 0.242403
18.538826 6.496068 -0.633033 -0.543000 15.500000 0.000000 0.128661
23.541540 3.961438 -0.622185 -0.539189 13.540000 0.000000 0.298009
23.133959 3.738722 -0.621269 -0.602464 10.400000 0.000000 0.741119
18.729813 5.999804 -0.611686 -0.541465 16.360001 0.000000 0.028038
18.662785 6.249414 -0.604560 -0.512538 16.110001 0.000000 0.415381
21.122799 3.943427 -0.588452 -0.603726 12.340000 0.000000 0.796322
18.991825 6.956177 -0.573630 -0.462448 14.380000 0.000000 1.164092
21.411625 3.805596 -0.571587 -0.539755 13.570000 0.000000 0.275800
23.425409 4.037777 -0.570720 -0.564163 10.910000 0.000000 0.120664
21.399065 3.755621 -0.565432 -0.538900 11.660000 0.000000 0.293079
21.246866 3.822119 -0.564480 -0.569209 14.100000 0.000000 0.214870
21.141026 3.804127 -0.561531 -0.569205 14.870000 0.000000 0.214872
18.372555 7.258649 -0.558922 -0.551488 16.920000 0.000000 0.388890
21.278299 3.858227 -0.557718 -0.589187 11.350000 0.000000 0.547620
21.057886 3.655781 -0.556753 -0.569412 15.320000 0.000000 0.209516
22.764055 3.925690 -0.556318 -0.603709 8.970000 0.000000 0.775546
21.361023 3.820793 -0.556158 -0.570747 12.570000 0.000000 0.238823
23.430767 3.930736 -0.555729 -0.602416 12.230000 0.000000 0.747816
20.951958 3.638402 -0.553814 -0.569408 13.420000 0.000000 0.209514
21.255133 3.803169 -0.553215 -0.570741 14.970000 0.000000 0.238809
21.218161 3.848197 -0.552526 -0.610028 12.220000 0.000000 0.892719
18.677053 6.449985 -0.550502 -0.506587 16.570000 0.000000 0.487934
18.613827 6.302195 -0.546639 -0.506744 16.139999 0.000000 0.502477
18.747450 4.924112 -0.535941 -0.511341 21.200001 0.000000 0.599719
23.291040 4.200140 -0.534685 -0.589281 9.480000 0.000000 0.547380
23.707195 4.056553 -0.530628 -0.543000 20.730000 0.000000 0.231638
21.274452 3.864743 -0.526106 -0.523534 11.650000 0.000000 0.539100
21.137526 3.784045 -0.525860 -0.543000 15.600000 0.000000 0.220517
21.278816 3.845364 -0.520724 -0.564205 15.420000 0.000000 0.132909
20.798531 3.847558 -0.519615 -0.543000 9.100000 0.000000 0.211983
21.362411 3.834717 -0.519126 -0.603820 10.320000 0.000000 0.787089
18.405401 7.175944 -0.517621 -0.543000 14.260000 0.000000 0.233556
21.283747 3.848607 -0.515864 -0.574071 13.930000 0.000000 0.296388
21.367815 3.788547 -0.513204 -0.532160 11.560000 0.000000 0.402496
18.658674 6.792810 -0.510392 -0.475933 12.760000 0.000000 0.947077
22.778551 3.999825 -0.507068 -0.523516 9.260000 0.000000 0.548161
23.429695 4.031298 -0.506187 -0.583433 10.450000 0.000000 0.439004
21.272762 3.762707 -0.503173 -0.542322 15.510000 0.000000 0.234872
23.515608 3.899408 -0.498710 -0.552632 12.510000 0.000000 0.079236
21.365574 3.832690 -0.498607 -0.600339 12.380000 0.000000 0.729174
23.115650 4.313353 -0.498135 -0.552539 7.680000 0.000000 0.052078
21.307426 3.789008 -0.497590 -0.539751 15.240000 0.000000 0.276159
21.259739 3.814690 -0.495991 -0.600334 13.570000 0.000000 0.729155
21.354351 3.841412 -0.495712 -0.569213 13.210000 0.000000 0.214517
21.497452 3.732308 -0.494653 -0.519281 11.050000 0.000000 0.620907
21.153906 3.796691 -0.493375 -0.600330 15.200000 0.000000 0.729154
23.739162 4.060649 -0.492595 -0.529090 17.680000 0.000000 0.462177
23.829288 4.115498 -0.492231 -0.519353 15.820000 0.000000 0.621175
