X Y Z Doppler RCS Label Mahalanobis_Error
136.250717 17.829561 -3.649929 -0.560489 6.080000 0.000000 0.011440
51.093689 -10.889597 -1.951498 -0.556197 14.980000 0.000000 0.135079
52.510715 7.860288 -2.424969 -0.549971 17.900000 0.000000 0.137939
53.362610 7.984256 -2.464309 -0.549976 19.309999 0.000000 0.137933
53.674576 5.521011 -2.424428 -0.550595 18.600000 0.000000 0.172566
56.249199 4.329107 4.731100 -0.550998 17.770000 0.000000 0.146292
62.552601 -0.712115 -2.970470 -0.552359 13.170000 0.000000 0.168376
62.448883 -3.699157 -2.900255 -0.553221 12.240000 0.000000 0.129378
63.298435 -3.751889 -3.142458 -0.553223 12.030000 0.000000 0.128214
60.889095 40.003468 -4.044261 -0.546316 12.540000 0.000000 1.152277
73.680710 -11.861011 -2.902179 -0.555406 13.080000 0.000000 0.026372
74.991158 -14.611403 -1.015193 -0.556231 13.440000 0.000000 0.096409
75.837883 -14.771135 -1.027394 -0.556239 11.190000 0.000000 0.096410
84.471771 -9.435140 -2.342371 -0.554373 11.600000 0.000000 0.063361
85.328239 -9.527819 -2.366490 -0.554376 12.670000 0.000000 0.063353
86.126305 -10.130420 -2.376779 -0.554510 10.070000 0.000000 0.053759
90.077019 2.035443 -4.342665 -0.551794 18.660000 0.000000 0.182409
97.916534 13.369974 0.651655 -0.550236 7.990000 0.000000 0.152275
117.595421 -25.355835 -3.733099 -0.557101 11.130000 0.000000 0.153824
118.603996 -24.621313 -4.550915 -0.556881 10.890000 0.000000 0.135263
119.591232 -24.089531 -4.605336 -0.556719 7.310000 0.000000 0.120446
127.153412 2.922089 -4.327586 -0.551794 12.340000 0.000000 0.186414
128.014465 2.942059 -4.357053 -0.551794 13.150000 0.000000 0.186414
127.628349 17.461895 6.791530 -0.550264 15.330000 0.000000 0.134291
128.481216 17.577259 6.835602 -0.550265 17.750000 0.000000 0.134291
50.460403 -10.987353 -2.170861 -0.506500 12.820000 0.000000 0.677037
51.303200 -11.163525 -2.207209 -0.506517 14.660000 0.000000 0.677052
63.349342 -0.573919 -3.620139 -0.592385 11.540000 0.000000 0.497383
58.392696 39.753429 -2.006034 -0.493073 7.760000 0.000000 0.346978
59.098114 40.222069 -2.483936 -0.493131 11.480000 0.000000 0.348190
75.248291 -14.457727 -2.912293 -0.506452 13.180000 0.000000 0.729591
83.557640 -9.621965 -2.042642 -0.594322 8.010000 0.000000 0.601868
84.469749 -9.217322 -2.077523 -0.594217 12.440000 0.000000 0.592794
85.318550 -9.314269 -2.370735 -0.594220 12.970000 0.000000 0.593351
86.489769 -9.387114 -2.134689 -0.505117 9.240000 0.000000 0.883113
89.199219 1.715611 -4.081666 -0.591895 14.090000 0.000000 0.480722
90.881371 1.731956 -4.950971 -0.591895 18.510000 0.000000 0.483918
97.851776 13.610289 0.415435 -0.589802 8.940000 0.000000 0.505151
98.686852 13.748173 1.911981 -0.589803 8.570000 0.000000 0.508517
117.066391 -24.892925 -4.479251 -0.507067 7.950000 0.000000 0.679346
117.909332 -25.069017 -4.511604 -0.507070 11.090000 0.000000 0.679351
118.752327 -25.245102 -4.543959 -0.507073 10.620000 0.000000 0.679355
124.473068 4.879074 -4.279013 -0.591542 9.420000 0.000000 0.473258
125.368736 3.930497 -4.288807 -0.591683 7.900000 0.000000 0.474529
126.605675 2.510607 -3.110857 -0.503053 8.780000 0.000000 0.995061
127.156044 3.272095 -2.734247 -0.591789 13.410000 0.000000 0.473869
127.985924 3.268542 -3.959936 -0.591789 13.400000 0.000000 0.475226
127.686203 16.781660 6.803826 -0.589968 15.670000 0.000000 0.517631
128.425949 17.891409 6.424797 -0.589835 17.420000 0.000000 0.521710
129.316956 18.001171 5.646092 -0.589836 14.650000 0.000000 0.518282
51.259762 -11.109057 -1.786069 -0.555225 13.510000 0.000000 0.125627
60.366676 9.204356 -2.208105 -0.550567 10.920000 0.000000 0.127458
63.541405 -0.520262 -4.238472 -0.553470 12.380000 0.000000 0.142633
59.286903 40.263756 -3.741127 -0.449000 11.440000 0.000000 0.383380
72.843224 -12.907154 -2.608397 -0.555313 12.860000 0.000000 0.051506
73.785126 -12.604841 -2.177997 -0.555274 12.300000 0.000000 0.038603
84.694351 -9.144504 -2.628381 -0.554753 12.050000 0.000000 0.060975
85.541397 -9.240647 -2.926890 -0.554755 12.420000 0.000000 0.060244
86.457664 -8.656185 -3.248810 -0.554671 8.770000 0.000000 0.069934
87.708344 2.822093 -3.275018 -0.552863 8.230000 0.000000 0.167400
88.570602 3.564672 -2.482399 -0.552733 8.440000 0.000000 0.170329
89.447227 1.815847 -3.600012 -0.553053 13.840000 0.000000 0.164051
91.147476 1.840298 -4.172729 -0.553053 17.889999 0.000000 0.162388
97.211639 13.597325 0.941745 -0.550903 8.860000 0.000000 0.137177
125.663284 4.124271 -0.851258 -0.552863 7.570000 0.000000 0.170564
126.564453 2.669825 -0.826861 -0.553053 9.460000 0.000000 0.168041
127.394585 3.409386 -2.047712 -0.552959 14.070000 0.000000 0.169397
128.233627 3.409032 -3.168339 -0.552959 13.770000 0.000000 0.168626
127.879135 16.907879 7.195951 -0.551089 15.470000 0.000000 0.123520
128.619247 18.018177 6.819673 -0.550933 16.809999 0.000000 0.119868
129.471786 18.136354 6.863698 -0.550933 13.750000 0.000000 0.119884
137.103500 17.363892 11.516045 -0.551210 6.450000 0.000000 0.106634
138.704483 18.386324 11.643280 -0.551095 11.310000 0.000000 0.102831
139.556152 18.498146 11.713336 -0.551096 9.360000 0.000000 0.102831
59.483204 8.735106 -2.552089 -0.600271 10.980000 0.000000 0.690631
60.335476 8.857328 -2.588738 -0.600275 9.020000 0.000000 0.690643
62.672375 -0.470856 -3.181365 -0.603455 11.830000 0.000000 0.677682
63.716061 -3.493690 -3.167055 -0.514956 11.660000 0.000000 0.764990
73.118896 -12.448956 -3.041968 -0.515192 12.740000 0.000000 0.623383
73.920181 -13.012228 -2.412714 -0.515178 11.860000 0.000000 0.615696
74.477318 -14.769277 -2.151899 -0.515092 13.010000 0.000000 0.576731
76.060822 -15.557487 -2.677463 -0.515073 10.910000 0.000000 0.563721
84.087624 -8.373137 -3.428477 -0.515211 8.560000 0.000000 0.723045
84.923973 -9.092862 -2.100846 -0.515237 11.890000 0.000000 0.717279
85.780792 -9.182342 -2.122383 -0.515238 11.480000 0.000000 0.717293
88.823380 2.930264 -1.429326 -0.514047 10.190000 0.000000 0.813155
90.179558 1.836625 -4.914109 -0.603053 17.469999 0.000000 0.668648
97.144875 13.618313 0.094064 -0.600528 8.880000 0.000000 0.683514
97.916565 14.307943 -0.226631 -0.600370 10.620000 0.000000 0.687145
98.769333 14.435597 0.085197 -0.600371 9.710000 0.000000 0.687488
117.163383 -25.381948 -2.591395 -0.515214 6.320000 0.000000 0.538903
117.954620 -25.598389 -4.123053 -0.515217 10.180000 0.000000 0.536142
118.837440 -25.750816 -3.010126 -0.515220 8.570000 0.000000 0.538348
125.640968 -1.505587 -1.911114 -0.603546 7.670000 0.000000 0.673104
126.765892 2.714858 -1.234387 -0.514211 10.270000 0.000000 0.811221
127.318665 3.445039 -2.445246 -0.602957 13.550000 0.000000 0.658634
128.154205 3.444845 -3.568467 -0.602957 11.970000 0.000000 0.659657
127.647911 17.950544 7.587077 -0.600561 15.040000 0.000000 0.706284
128.500076 18.069061 7.636422 -0.600562 15.850000 0.000000 0.706283
137.881454 18.314449 10.268068 -0.600771 10.280000 0.000000 0.712224
138.658875 17.630499 12.535004 -0.600919 9.910000 0.000000 0.722538
139.470642 17.739941 13.051125 -0.600920 9.010000 0.000000 0.725538
140.217255 18.664539 13.116053 -0.600772 9.710000 0.000000 0.728825
45.345650 -21.152735 -2.352551 -0.546258 14.940000 0.000000 0.683958
46.131401 -21.504269 -2.393142 -0.546330 16.639999 0.000000 0.684052
46.944202 -21.846991 -1.938746 -0.546399 13.870000 0.000000 0.680168
59.761616 8.421679 -2.557837 -0.551657 9.980000 0.000000 0.120858
62.071159 -0.776035 -2.451476 -0.554593 10.490000 0.000000 0.133480
62.932194 -0.785775 -2.485629 -0.554594 11.940000 0.000000 0.133468
62.631554 26.977083 0.512142 -0.539073 7.580000 0.000000 0.286409
63.264191 27.686365 0.516587 -0.538706 10.310000 0.000000 0.300843
64.057907 28.024618 0.300674 -0.538731 10.130000 0.000000 0.300355
73.092224 -12.405953 -2.865548 -0.554525 13.590000 0.000000 0.026328
73.983795 -12.518369 -1.713871 -0.554531 11.500000 0.000000 0.022659
74.459358 -14.717597 -1.671852 -0.554210 14.360000 0.000000 0.068879
75.311775 -14.874294 -1.448882 -0.554217 14.700000 0.000000 0.068420
84.047165 -8.940888 -1.345980 -0.554943 9.070000 0.000000 0.061441
84.904228 -9.029739 -1.360204 -0.554945 11.470000 0.000000 0.061439
85.766090 -9.111854 -1.102661 -0.554947 10.380000 0.000000 0.061641
86.770699 -7.516848 -1.913590 -0.554967 7.700000 0.000000 0.081945
89.686348 1.253664 -1.123549 -0.554315 14.090000 0.000000 0.146970
117.069984 -25.364849 -4.469064 -0.554181 9.310000 0.000000 0.108952
117.927902 -25.535740 -4.123215 -0.554184 11.060000 0.000000 0.108036
118.784927 -25.706261 -3.772003 -0.554188 9.240000 0.000000 0.107227
127.560318 3.539015 -1.657911 -0.554128 13.780000 0.000000 0.150097
128.379623 4.291175 -2.791389 -0.554040 12.170000 0.000000 0.150512
127.846001 18.030561 7.979721 -0.551756 15.310000 0.000000 0.099406
128.672134 18.152325 8.438726 -0.551756 15.560000 0.000000 0.097223
129.383102 18.282228 10.438148 -0.551757 11.580000 0.000000 0.085543
137.287735 17.490431 11.073407 -0.552133 9.590000 0.000000 0.093445
137.964508 18.406488 11.999249 -0.551977 11.910000 0.000000 0.084740
138.777405 18.521053 12.510098 -0.551977 11.490000 0.000000 0.081858
45.345161 -21.344631 -2.188194 -0.547068 14.350000 0.000000 0.710783
46.129604 -21.699434 -2.225985 -0.547137 15.360000 0.000000 0.710864
46.914074 -22.054255 -2.263777 -0.547204 11.920000 0.000000 0.710948
62.978481 -0.571484 -3.193035 -0.554657 12.500000 0.000000 0.129858
63.849094 -0.573990 -3.034280 -0.554658 10.760000 0.000000 0.130999
73.230980 -12.129910 -2.408158 -0.554923 13.660000 0.000000 0.024612
73.524429 -15.314411 -2.106750 -0.554498 12.210000 0.000000 0.095319
74.376381 -15.480013 -1.891546 -0.554505 13.790000 0.000000 0.094671
75.227783 -15.645335 -1.670996 -0.554512 13.510000 0.000000 0.094117
76.072144 -15.816682 -1.690174 -0.554519 9.960000 0.000000 0.094121
84.092247 -9.144380 -1.810504 -0.555200 8.520000 0.000000 0.053999
84.942001 -9.241751 -2.098398 -0.555202 12.130000 0.000000 0.053541
85.790764 -9.339169 -2.391598 -0.555204 11.190000 0.000000 0.052990
86.552895 -10.122876 -2.946060 -0.555197 6.320000 0.000000 0.042058
87.933594 3.225415 -3.294076 -0.554013 8.750000 0.000000 0.147775
100.538818 -28.104406 -3.038972 -0.553625 11.440000 0.000000 0.242166
101.392036 -28.315954 -2.403809 -0.553631 12.780000 0.000000 0.240771
102.222862 -28.543890 -2.423800 -0.553637 9.830000 0.000000 0.240771
117.251480 -24.937166 -4.110347 -0.554667 6.830000 0.000000 0.108141
118.094467 -25.113661 -4.140024 -0.554670 9.080000 0.000000 0.108143
118.937477 -25.290150 -4.169702 -0.554673 6.910000 0.000000 0.108145
127.594398 3.198343 -3.953323 -0.554206 14.030000 0.000000 0.147043
128.455460 3.220005 -3.980159 -0.554206 12.470000 0.000000 0.147043
127.971916 17.493525 8.389036 -0.551756 15.670000 0.000000 0.101873
128.824188 17.608948 8.443750 -0.551756 15.010000 0.000000 0.101888
129.567520 17.734058 10.033965 -0.551757 9.090000 0.000000 0.092842
131.204529 17.969278 10.992362 -0.551758 10.470000 0.000000 0.087516
137.197586 18.775757 11.049304 -0.551761 8.920000 0.000000 0.090291
137.976746 18.895355 11.987971 -0.551761 10.070000 0.000000 0.084792
45.423637 -21.588657 -2.506644 -0.503212 14.280000 0.000000 0.001949
46.377827 -21.578577 -2.565471 -0.503429 15.300000 0.000000 0.028252
47.172764 -21.929029 -2.443715 -0.503482 11.890000 0.000000 0.029735
52.085194 7.682653 -2.403783 -0.590028 16.780001 0.000000 0.522764
52.937271 7.805398 -2.443105 -0.590033 20.219999 0.000000 0.522784
62.099693 -0.894741 -2.943929 -0.593795 11.560000 0.000000 0.518607
62.967403 -0.902874 -2.834961 -0.593795 12.430000 0.000000 0.517797
58.896477 39.782417 -1.189079 -0.481325 11.380000 0.000000 0.133065
59.615955 40.256592 -1.204079 -0.481367 12.580000 0.000000 0.133073
60.653473 40.252937 -1.223017 -0.481934 10.160000 0.000000 0.102203
61.694431 40.235722 -1.241814 -0.482490 13.900000 0.000000 0.071697
73.448570 -11.949158 -2.891723 -0.506062 13.200000 0.000000 0.787817
84.088463 -8.933914 -1.814949 -0.595031 9.270000 0.000000 0.602541
84.938469 -9.029179 -2.102900 -0.595033 11.950000 0.000000 0.603000
85.728691 -9.784989 -1.834617 -0.595111 9.900000 0.000000 0.613338
87.785843 -8.779711 -2.468964 -0.505764 10.600000 0.000000 0.881709
97.208588 23.002604 6.715761 -0.587323 11.190000 0.000000 0.634203
97.909630 23.771202 6.765658 -0.587112 9.870000 0.000000 0.642160
100.848404 -27.821053 -2.074451 -0.506230 12.720000 0.000000 0.552790
101.688683 -28.037956 -1.761550 -0.506235 14.110000 0.000000 0.553270
102.528145 -28.254448 -1.443306 -0.506240 11.470000 0.000000 0.553660
124.122223 4.928604 -1.255144 -0.592799 12.340000 0.000000 0.491550
125.054070 -1.648090 -2.298923 -0.593807 10.020000 0.000000 0.512413
127.053307 17.692383 8.330436 -0.590398 12.720000 0.000000 0.540610
128.031494 17.060953 7.992577 -0.590563 14.860000 0.000000 0.535007
128.884232 17.173521 8.044681 -0.590563 13.160000 0.000000 0.534993
130.351761 18.171696 10.094638 -0.590400 7.670000 0.000000 0.549623
45.748169 -21.204233 -2.689898 -0.476853 14.380000 0.000000 0.473207
46.562450 -21.549528 -2.248897 -0.476899 14.250000 0.000000 0.477684
53.396984 5.628372 -1.903766 -0.561331 18.940001 0.000000 0.004536
63.108746 -0.386778 -3.403162 -0.563681 14.040000 0.000000 0.020009
63.902168 -3.409648 -2.974494 -0.564490 12.430000 0.000000 0.053021
59.009697 39.799259 -2.483332 -0.456360 12.070000 0.000000 0.281923
59.728619 40.273552 -2.513651 -0.456396 12.930000 0.000000 0.281941
61.414085 39.316311 -1.695827 -0.457582 11.120000 0.000000 0.381717
73.304901 -12.359493 -3.052363 -0.566055 13.010000 0.000000 0.215953
73.956787 -13.527963 -3.471985 -0.566208 12.220000 0.000000 0.245094
74.704300 -14.636189 -0.544116 -0.566355 14.290000 0.000000 0.266133
75.424286 -15.404542 -1.017434 -0.566439 13.680000 0.000000 0.283653
84.177193 -9.563112 -2.072021 -0.565429 10.200000 0.000000 0.121595
85.033447 -9.658313 -2.093408 -0.565431 12.400000 0.000000 0.121598
85.872971 -9.766312 -2.658170 -0.565433 9.480000 0.000000 0.122791
100.806435 -27.760292 -1.171315 -0.567261 12.610000 0.000000 0.456149
101.632950 -27.992685 -1.429144 -0.567267 14.070000 0.000000 0.456391
102.456802 -28.227318 -1.774207 -0.567272 11.470000 0.000000 0.456772
103.063477 -29.259409 -1.761061 -0.567346 7.590000 0.000000 0.479006
117.314255 -25.476131 -2.596169 -0.566792 9.300000 0.000000 0.316157
117.953674 -26.384554 -4.105767 -0.566860 10.120000 0.000000 0.332839
128.189285 17.113491 7.984271 -0.560729 13.430000 0.000000 0.041203
129.170471 16.224182 8.052525 -0.560920 10.900000 0.000000 0.036674
130.509155 18.225012 10.086333 -0.560586 8.780000 0.000000 0.056126
131.421402 18.338209 9.321564 -0.560586 10.350000 0.000000 0.051145
45.748787 -20.992672 -2.374338 -0.556665 12.530000 0.000000 0.830682
46.553795 -21.336277 -2.090381 -0.556722 12.590000 0.000000 0.828060
52.365116 7.861062 -1.747829 -0.550447 17.629999 0.000000 0.132896
53.217274 7.986423 -1.776535 -0.550451 21.059999 0.000000 0.132885
62.381008 -0.579089 -2.963606 -0.553633 12.720000 0.000000 0.147892
63.241810 -0.586418 -3.004473 -0.553633 13.780000 0.000000 0.147895
64.124756 -0.582648 -2.539480 -0.553633 10.850000 0.000000 0.150362
58.963223 40.078712 -1.646801 -0.448820 12.260000 0.000000 0.389971
59.680344 40.556263 -1.667103 -0.448853 12.860000 0.000000 0.390000
60.808792 40.073673 -1.455551 -0.535498 12.780000 0.000000 0.973126
72.548233 -12.449658 -2.609728 -0.555903 13.230000 0.000000 0.051588
73.397568 -12.592328 -2.640435 -0.555907 13.540000 0.000000 0.051583
84.318367 -9.193506 -2.620269 -0.555174 10.930000 0.000000 0.052736
85.198425 -9.265979 -1.839974 -0.555175 12.460000 0.000000 0.054388
86.055115 -9.357357 -1.858795 -0.555177 9.420000 0.000000 0.054380
86.988342 -8.289548 -3.280911 -0.554985 8.610000 0.000000 0.069965
97.690804 21.962551 7.264080 -0.548812 10.980000 0.000000 0.020827
101.043877 -27.311722 -1.438055 -0.557099 12.540000 0.000000 0.275411
101.881729 -27.526417 -1.202511 -0.557104 14.000000 0.000000 0.275182
102.506432 -28.529371 -0.519193 -0.557187 11.450000 0.000000 0.296831
103.110146 -29.562923 -0.495875 -0.557270 6.390000 0.000000 0.319398
118.165527 -26.065865 -3.364395 -0.556654 9.180000 0.000000 0.156216
127.653885 15.587945 7.548045 -0.551162 10.450000 0.000000 0.130221
128.261032 17.437559 7.973910 -0.550869 10.920000 0.000000 0.119617
129.087601 17.555510 8.432980 -0.550869 11.230000 0.000000 0.117442
129.831070 17.680273 10.023196 -0.550869 8.890000 0.000000 0.108451
131.696075 17.140087 9.335388 -0.550997 6.610000 0.000000 0.117245
132.454483 17.258326 10.646779 -0.550997 8.440000 0.000000 0.109680
139.128891 18.950308 11.611669 -0.550874 8.670000 0.000000 0.103199
46.003956 -20.955009 -2.226607 -0.501186 12.510000 0.000000 0.100034
46.791172 -21.303719 -2.264657 -0.501228 11.780000 0.000000 0.100044
52.378784 7.774070 -2.545209 -0.579816 17.299999 0.000000 0.355537
53.230652 7.897995 -2.586548 -0.579819 20.240000 0.000000 0.355532
61.567505 -0.648324 -2.630949 -0.582357 8.790000 0.000000 0.326522
62.428486 -0.656750 -2.667797 -0.582357 13.480000 0.000000 0.326519
58.927082 40.110950 -2.038102 -0.487090 10.210000 0.000000 0.247572
59.323006 41.057247 -2.058793 -0.487036 8.940000 0.000000 0.286304
61.326649 39.635796 -1.469425 -0.487414 11.910000 0.000000 0.133097
72.717644 -12.560668 -3.427679 -0.496226 12.820000 0.000000 0.931518
73.577881 -12.699725 -3.233431 -0.496230 12.880000 0.000000 0.932651
84.349411 -9.301507 -2.352431 -0.584220 10.960000 0.000000 0.429119
85.205894 -9.394185 -2.376552 -0.584222 12.360000 0.000000 0.429127
86.062355 -9.486868 -2.400671 -0.584223 8.880000 0.000000 0.429120
89.079102 2.036387 -4.293439 -0.581793 11.770000 0.000000 0.314281
97.581909 22.589853 7.255259 -0.578859 10.710000 0.000000 0.488487
101.091843 -27.998413 -0.194647 -0.498547 10.710000 0.000000 0.677240
101.923065 -28.225798 -0.196658 -0.498550 9.880000 0.000000 0.677259
122.660950 4.515492 -4.218909 -0.581567 9.940000 0.000000 0.307734
123.521660 4.547080 -4.248615 -0.581568 12.710000 0.000000 0.307751
127.356010 18.134918 7.505689 -0.580019 12.430000 0.000000 0.367769
128.183472 18.258101 7.959430 -0.580020 13.950000 0.000000 0.369866
129.009476 18.381153 8.418413 -0.580020 12.940000 0.000000 0.372036
45.830273 -21.323227 -1.730251 -0.561382 14.430000 0.000000 0.927203
46.620747 -21.675497 -1.638258 -0.561432 13.640000 0.000000 0.926489
53.344799 7.864015 -3.573117 -0.550586 20.930000 0.000000 0.121793
57.209934 3.902542 4.156432 -0.551231 16.219999 0.000000 0.155912
61.731998 -0.783409 -2.635444 -0.552136 8.870000 0.000000 0.173198
62.601139 -0.789441 -2.475210 -0.552136 13.130000 0.000000 0.174114
63.462234 -0.799745 -2.509353 -0.552136 12.190000 0.000000 0.174117
62.523510 28.438290 -0.972711 -0.550575 7.440000 0.000000 0.547754
63.316643 28.794390 0.107460 -0.550594 9.850000 0.000000 0.548560
64.103180 29.146000 0.274027 -0.550613 8.270000 0.000000 0.548874
60.770119 39.160770 -1.459128 -0.464573 9.370000 0.000000 0.251626
61.502460 39.623032 -1.247693 -0.464599 11.740000 0.000000 0.251888
72.820778 -12.126721 -2.164779 -0.554823 12.360000 0.000000 0.023874
73.597847 -12.698158 -2.177468 -0.554954 12.600000 0.000000 0.036244
84.529938 -9.309895 -1.826718 -0.553737 11.680000 0.000000 0.076546
85.379547 -9.409179 -2.114563 -0.553738 12.620000 0.000000 0.076094
100.813705 -28.861969 -1.721823 -0.557902 9.680000 0.000000 0.328718
101.642921 -29.096390 -1.736262 -0.557907 9.650000 0.000000 0.328726
116.505730 -26.560322 -2.924690 -0.556434 9.350000 0.000000 0.167814
117.499939 -26.064354 -2.967965 -0.556281 10.330000 0.000000 0.152207
123.741821 4.305701 -2.705539 -0.551559 14.240000 0.000000 0.191412
124.602928 4.335581 -2.724552 -0.551559 12.970000 0.000000 0.191412
127.513573 17.858883 8.305917 -0.550724 12.100000 0.000000 0.115710
128.391190 17.974545 7.956232 -0.550724 14.560000 0.000000 0.117899
129.243286 18.092970 8.008236 -0.550725 12.670000 0.000000 0.117894
130.198105 17.455605 8.072159 -0.550756 8.270000 0.000000 0.123532
46.017666 -21.477278 -1.615263 -0.489854 16.070000 0.000000 0.252596
46.806744 -21.832130 -1.521149 -0.489888 14.510000 0.000000 0.253372
52.592319 7.886677 -2.683470 -0.570648 19.440001 0.000000 0.206366
61.834038 -0.497708 -1.867023 -0.571971 10.040000 0.000000 0.150853
62.695454 -0.504203 -1.893257 -0.571971 13.730000 0.000000 0.150851
63.092724 27.735214 -0.119101 -0.482094 8.750000 0.000000 0.631753
63.883495 28.078382 0.097464 -0.482107 9.590000 0.000000 0.631440
61.713646 39.408466 -1.023160 -0.482819 10.440000 0.000000 0.030117
72.965645 -11.794182 -1.482127 -0.573991 12.910000 0.000000 0.331954
73.803589 -11.941056 -1.968549 -0.573994 12.860000 0.000000 0.332967
84.642303 -9.085621 -0.836219 -0.573221 11.590000 0.000000 0.242197
85.495415 -9.183013 -1.114181 -0.573223 12.020000 0.000000 0.242328
87.697952 1.039718 -1.662342 -0.571770 8.430000 0.000000 0.142497
100.991051 -28.557627 0.478269 -0.576293 9.610000 0.000000 0.625281
101.984016 -28.785959 0.474280 -0.487208 9.390000 0.000000 0.851001
102.479774 -29.620058 0.506118 -0.576427 6.970000 0.000000 0.643452
122.899048 4.530433 -4.230031 -0.571527 11.770000 0.000000 0.141515
123.759781 4.562058 -4.259739 -0.571527 14.180000 0.000000 0.141515
127.316490 3.270609 -1.271539 -0.571636 14.030000 0.000000 0.139653
127.619133 17.417728 8.711260 -0.570823 10.560000 0.000000 0.215494
128.471237 17.533234 8.768632 -0.570823 12.440000 0.000000 0.215483
129.163086 18.650513 9.115521 -0.570783 10.210000 0.000000 0.224976
46.025909 -21.403866 -1.737352 -0.559641 16.990000 0.000000 0.897615
46.827911 -21.751068 -1.361079 -0.559681 14.560000 0.000000 0.895210
52.723446 7.979403 -2.565338 -0.551124 19.230000 0.000000 0.116110
53.574875 8.106367 -2.606724 -0.551127 20.610001 0.000000 0.116102
54.359764 8.660040 -2.654452 -0.551124 19.719999 0.000000 0.106470
59.556328 9.006179 -2.376526 -0.551142 9.760000 0.000000 0.118590
60.408054 9.133297 -2.410589 -0.551144 9.100000 0.000000 0.118589
61.956791 -0.765269 -2.256366 -0.551908 11.270000 0.000000 0.178762
62.831276 -0.766794 -1.893655 -0.551908 13.920000 0.000000 0.180128
63.695972 -0.403370 -1.928152 -0.551857 12.050000 0.000000 0.182613
63.183903 27.464809 -0.765260 -0.552602 9.890000 0.000000 0.520568
63.979671 27.807325 -0.119541 -0.552617 11.510000 0.000000 0.521075
64.922951 27.757431 -1.448007 -0.552569 9.790000 0.000000 0.499253
58.997517 40.573605 -1.659210 -0.467912 10.270000 0.000000 0.046095
59.710857 41.056854 -1.679466 -0.467937 9.310000 0.000000 0.046108
61.387379 40.112381 -1.482631 -0.467506 11.270000 0.000000 0.171902
73.043236 -12.111066 -1.943026 -0.553920 12.990000 0.000000 0.007237
73.893509 -12.250044 -1.965849 -0.553923 11.830000 0.000000 0.007242
83.927101 -8.873536 -1.562808 -0.553009 7.530000 0.000000 0.094066
84.784142 -8.962974 -1.579019 -0.553010 11.820000 0.000000 0.094065
85.641205 -9.052411 -1.595231 -0.553011 11.850000 0.000000 0.094064
102.896393 -28.662994 0.132885 -0.556331 7.720000 0.000000 0.283778
127.481934 19.352266 8.675051 -0.551215 10.620000 0.000000 0.092417
128.332306 19.480553 8.732222 -0.551216 11.800000 0.000000 0.092412
129.132309 19.612082 9.501330 -0.551216 9.530000 0.000000 0.088264
45.348614 -21.185633 -1.591327 -0.524116 14.440000 0.000000 0.316212
46.126202 -21.546995 -1.738760 -0.524148 16.980000 0.000000 0.317017
46.914906 -21.903223 -1.646600 -0.524180 14.450000 0.000000 0.316254
52.044750 7.693110 -2.404181 -0.522207 15.680000 0.000000 0.599769
52.833664 8.231220 -2.449748 -0.522168 19.850000 0.000000 0.590998
53.684593 8.362116 -2.489196 -0.522170 20.440001 0.000000 0.591003
54.535549 8.493013 -2.528645 -0.522172 18.879999 0.000000 0.591006
61.209118 -1.786772 -2.399568 -0.523040 8.370000 0.000000 0.649454
61.987350 -0.589196 -1.871967 -0.611779 11.600000 0.000000 0.810357
62.842430 -0.601371 -2.095278 -0.611779 14.010000 0.000000 0.810992
63.674152 -0.625721 -2.873081 -0.611779 12.240000 0.000000 0.814192
63.761070 30.706514 -0.131863 -0.520499 6.350000 0.000000 0.132950
61.528507 39.918003 -1.484766 -0.519469 11.140000 0.000000 0.672351
83.992592 -8.473278 -1.112317 -0.612244 8.130000 0.000000 0.880897
84.850159 -8.558685 -1.123971 -0.612245 11.050000 0.000000 0.880899
101.455116 -27.951483 -0.540242 -0.524245 8.560000 0.000000 0.255595
102.286469 -28.178604 -0.544933 -0.524248 6.760000 0.000000 0.255592
127.465981 3.061024 -2.068660 -0.611608 13.090000 0.000000 0.801549
128.327469 3.081687 -2.082819 -0.611608 12.240000 0.000000 0.801549
127.634895 18.957989 9.377213 -0.522279 11.730000 0.000000 0.571305
128.485275 19.083641 9.439079 -0.522279 11.100000 0.000000 0.571315
129.443771 18.460270 9.512471 -0.522303 6.940000 0.000000 0.577483
45.537144 -21.019775 -1.603512 -0.514293 16.320000 0.000000 0.134781
46.315979 -21.378380 -1.751062 -0.514320 17.860001 0.000000 0.135581
47.092350 -21.737757 -1.943187 -0.514346 15.070000 0.000000 0.136715
53.641205 8.440108 -2.915977 -0.601260 17.360001 0.000000 0.723234
54.603420 8.574284 -2.967215 -0.512556 17.389999 0.000000 0.745822
62.080574 -0.862341 -2.454681 -0.601702 12.940000 0.000000 0.646956
62.946182 -0.382520 -2.499778 -0.601680 14.560000 0.000000 0.644372
63.787907 -0.893246 -2.872371 -0.601702 12.050000 0.000000 0.648605
62.438084 29.704935 0.461085 -0.512503 8.150000 0.000000 0.016683
63.218891 30.072155 0.247787 -0.512515 9.500000 0.000000 0.017142
58.777744 41.055553 -2.276203 -0.512476 9.380000 0.000000 0.730165
60.906059 39.675949 -1.476590 -0.424533 8.870000 0.000000 0.890316
61.630268 40.142860 -1.494312 -0.424547 12.050000 0.000000 0.890357
97.516808 13.411804 1.496076 -0.512622 10.050000 0.000000 0.772283
