# timestamp tx ty tz qx qy qz qw
1652439594.462028 20.934391 -0.476121 -1.132043 -0.004947 0.003086 -0.014296 0.999881
1652439595.401450 21.444001 -0.491870 -1.158026 -0.004634 0.003071 -0.017923 0.999824
1652439596.300223 21.952020 -0.502198 -1.180760 -0.004218 0.003284 -0.019204 0.999801
1652439597.299813 22.492327 -0.513371 -1.207630 -0.003426 0.003217 -0.016901 0.999846
1652439598.241169 23.016644 -0.520613 -1.231609 -0.004045 0.003449 -0.009395 0.999942
1652439599.073993 23.538219 -0.524600 -1.256240 -0.004298 0.003174 -0.019884 0.999788
1652439599.905376 24.037593 -0.529183 -1.279233 -0.004173 0.003390 -0.018131 0.999821
1652439600.797665 24.584160 -0.532765 -1.306751 -0.004431 0.003060 -0.015533 0.999865
1652439601.742763 25.121206 -0.530943 -1.329305 -0.003607 0.003633 0.001416 0.999986
1652439602.631390 25.620178 -0.516282 -1.351865 -0.002692 0.004028 0.012142 0.999915
1652439603.578090 26.126137 -0.509407 -1.373032 -0.003670 0.003890 0.000556 0.999986
1652439604.578700 26.676888 -0.506285 -1.396480 -0.004081 0.003440 -0.005893 0.999968
1652439605.465919 27.204467 -0.506876 -1.418783 -0.005777 0.003226 -0.007129 0.999953
1652439606.413397 27.756838 -0.506038 -1.439153 -0.005663 0.003185 -0.008078 0.999946
1652439607.246948 28.260726 -0.508181 -1.460556 -0.005691 0.003129 -0.014110 0.999879
1652439608.133981 28.784417 -0.516649 -1.482118 -0.006024 0.003488 -0.006415 0.999955
1652439609.086303 29.314704 -0.502641 -1.512560 -0.006141 0.004414 0.014139 0.999871
1652439609.967259 29.834824 -0.474630 -1.545524 -0.007781 0.004901 0.020906 0.999739
1652439610.929918 30.377085 -0.449674 -1.576911 -0.008063 0.004735 0.014879 0.999846
1652439611.928971 30.880851 -0.427521 -1.607353 -0.008486 0.004532 0.011536 0.999887
1652439612.921227 31.422469 -0.406640 -1.633772 -0.008133 0.004465 0.011329 0.999893
1652439613.800358 31.922635 -0.390987 -1.660537 -0.008447 0.004355 0.010498 0.999900
1652439614.764134 32.453413 -0.379378 -1.694529 -0.008833 0.004166 0.007201 0.999926
1652439615.585166 32.963914 -0.364905 -1.731097 -0.008457 0.003670 0.005201 0.999944
1652439616.416632 33.467233 -0.358759 -1.769856 -0.008684 0.003380 -0.000186 0.999957
1652439617.299304 33.990932 -0.363316 -1.814426 -0.009485 0.003151 -0.012127 0.999877
1652439618.418096 34.532673 -0.369039 -1.859617 -0.009914 0.003295 -0.010643 0.999889
1652439619.298054 35.036957 -0.362727 -1.897947 -0.009438 0.004044 0.004394 0.999938
1652439620.249757 35.569952 -0.350180 -1.940235 -0.009837 0.004351 0.003225 0.999937
1652439621.084302 36.071843 -0.339320 -1.975573 -0.010389 0.004349 0.000080 0.999937
1652439621.965480 36.588598 -0.330972 -2.000885 -0.010441 0.004378 0.002293 0.999933
1652439622.965946 37.132060 -0.320144 -2.035603 -0.009963 0.004829 0.006039 0.999920
1652439623.917789 37.667050 -0.307875 -2.076923 -0.009433 0.004911 0.007860 0.999913
1652439624.752333 38.186462 -0.302921 -2.113078 -0.009709 0.004876 0.003326 0.999935
1652439625.637371 38.720171 -0.285781 -2.153240 -0.010355 0.005010 0.004523 0.999924
1652439626.588351 39.236852 -0.272660 -2.194861 -0.010255 0.004514 0.003725 0.999930
1652439627.465984 39.742024 -0.257874 -2.230397 -0.010110 0.004566 0.006888 0.999915
1652439628.468772 40.283778 -0.240305 -2.261778 -0.009943 0.004404 0.006767 0.999918
1652439629.466164 40.824048 -0.232996 -2.285654 -0.009403 0.004426 0.010849 0.999887
1652439630.470302 41.344848 -0.216303 -2.311770 -0.009256 0.004517 0.014566 0.999841
1652439631.417168 41.869646 -0.197346 -2.333381 -0.009730 0.004376 0.013190 0.999856
1652439632.414532 42.393572 -0.183750 -2.359591 -0.010048 0.004026 0.013495 0.999850
1652439633.416960 42.928183 -0.170166 -2.382296 -0.010685 0.004092 0.004894 0.999923
1652439634.464793 43.448979 -0.157171 -2.404892 -0.011101 0.004432 0.002203 0.999926
1652439635.466905 43.977777 -0.147684 -2.436573 -0.010888 0.004698 -0.001436 0.999929
1652439636.465220 44.492708 -0.143184 -2.463830 -0.011008 0.004477 -0.002573 0.999926
1652439637.465649 45.010085 -0.135507 -2.485516 -0.011420 0.004884 0.004218 0.999914
1652439638.465097 45.539567 -0.123370 -2.497961 -0.011241 0.005016 0.012564 0.999845
1652439639.468443 46.052819 -0.106253 -2.512551 -0.010125 0.004773 0.015561 0.999816
1652439640.463293 46.570231 -0.080255 -2.518540 -0.010378 0.004564 0.017530 0.999782
1652439641.583906 47.103860 -0.052139 -2.517718 -0.009809 0.004474 0.020842 0.999725
1652439642.590204 47.609886 -0.025333 -2.531354 -0.009681 0.004689 0.023269 0.999671
1652439643.583856 48.155028 0.002026 -2.553194 -0.010598 0.004726 0.021410 0.999703
1652439644.468557 48.657527 0.033746 -2.581064 -0.011222 0.004777 0.021621 0.999692
1652439645.418073 49.177295 0.058337 -2.618814 -0.011533 0.004525 0.015341 0.999806
1652439646.299037 49.730187 0.095513 -2.651742 -0.010536 0.004555 0.026224 0.999590
1652439647.133292 50.240399 0.120607 -2.679103 -0.011160 0.003963 0.018184 0.999765
1652439647.962938 50.773731 0.157540 -2.706857 -0.010688 0.004434 0.031265 0.999444
1652439648.963309 51.297511 0.191577 -2.734271 -0.010869 0.003918 0.017898 0.999773
1652439649.924973 51.820851 0.212305 -2.766333 -0.012323 0.003574 0.008489 0.999882
1652439650.798146 52.328772 0.223474 -2.807713 -0.012495 0.003113 0.001008 0.999917
1652439651.799061 52.861797 0.235065 -2.854301 -0.012837 0.003052 0.004925 0.999901
1652439652.751103 53.368629 0.257654 -2.897461 -0.010430 0.003479 0.026330 0.999593
1652439653.748916 53.914014 0.304517 -2.941407 -0.009169 0.004047 0.046269 0.998879
1652439654.632911 54.443851 0.341650 -2.977633 -0.010124 0.003367 0.023005 0.999678
1652439655.584698 54.971214 0.367637 -3.014376 -0.010717 0.002758 0.018090 0.999775
1652439656.592443 55.506176 0.391411 -3.054258 -0.010156 0.002786 0.019441 0.999756
1652439657.590301 56.051320 0.429862 -3.089391 -0.008901 0.003249 0.036843 0.999276
1652439658.465048 56.588386 0.470933 -3.118072 -0.010412 0.002634 0.019279 0.999756
1652439659.417232 57.126913 0.486652 -3.156542 -0.011725 0.001625 -0.002198 0.999928
1652439660.297972 57.632536 0.500236 -3.193566 -0.010646 0.002054 0.014365 0.999838
1652439661.250092 58.168430 0.524645 -3.232643 -0.009979 0.002370 0.021970 0.999706
1652439662.131165 58.702515 0.560925 -3.262382 -0.009948 0.002651 0.023590 0.999669
1652439663.130953 59.218318 0.590953 -3.291452 -0.010367 0.002161 0.022976 0.999680
1652439664.251296 59.758885 0.625656 -3.310543 -0.011337 0.002608 0.025409 0.999609
1652439665.249009 60.288869 0.654115 -3.337270 -0.012005 0.002624 0.022472 0.999672
1652439666.133019 60.801373 0.681596 -3.367740 -0.012598 0.002883 0.024402 0.999619
1652439667.131965 61.328332 0.715752 -3.387622 -0.015818 0.004173 0.016948 0.999723
1652439668.079523 61.844358 0.743357 -3.415397 -0.015636 0.004769 0.025118 0.999551
1652439668.963489 62.348859 0.775935 -3.437420 -0.015946 0.005149 0.031119 0.999375
1652439669.961130 62.862026 0.814523 -3.458590 -0.016754 0.004983 0.036072 0.999196
1652439670.962666 63.399498 0.858610 -3.479809 -0.016096 0.004225 0.025619 0.999533
1652439671.961779 63.947904 0.886090 -3.497566 -0.016085 0.003518 0.012224 0.999790
1652439672.794609 64.458010 0.899442 -3.518171 -0.016486 0.003313 0.012633 0.999779
1652439673.627285 65.010157 0.937774 -3.546619 -0.015289 0.004238 0.031778 0.999369
1652439674.460184 65.518801 0.974128 -3.576151 -0.013544 0.004623 0.041645 0.999030
1652439675.411144 66.057163 1.025737 -3.614253 -0.013767 0.004711 0.048675 0.998709
1652439676.294617 66.561006 1.085111 -3.649246 -0.013503 0.004963 0.059952 0.998098
1652439677.411511 67.106105 1.144701 -3.677671 -0.015346 0.003630 0.034152 0.999292
1652439678.295957 67.625028 1.185037 -3.701745 -0.015224 0.003655 0.030177 0.999422
1652439679.127229 68.153352 1.233335 -3.728410 -0.014932 0.004015 0.037476 0.999178
1652439679.960214 68.671568 1.277424 -3.750339 -0.015751 0.004201 0.038515 0.999125
1652439680.795182 69.187801 1.318166 -3.776509 -0.015540 0.003895 0.036072 0.999221
1652439681.794760 69.715393 1.358868 -3.797646 -0.016111 0.003415 0.030296 0.999405
1652439682.740192 70.248767 1.400240 -3.830261 -0.017001 0.002724 0.029042 0.999430
1652439683.569417 70.753538 1.433821 -3.861041 -0.015594 0.002483 0.025399 0.999553
1652439684.404766 71.256820 1.471887 -3.887260 -0.015690 0.003257 0.034094 0.999290
1652439685.295780 71.773983 1.510857 -3.913608 -0.015505 0.003288 0.038504 0.999133
1652439686.235932 72.319199 1.559481 -3.939431 -0.015006 0.003748 0.042813 0.998963
1652439687.126792 72.845828 1.604358 -3.966179 -0.015262 0.003394 0.035618 0.999243
1652439688.070611 73.364067 1.637113 -3.988976 -0.014666 0.003339 0.029809 0.999442
1652439689.072330 73.884273 1.680819 -4.009749 -0.014452 0.003582 0.030014 0.999439
1652439689.959784 74.425516 1.717126 -4.034802 -0.015049 0.003120 0.025300 0.999562
1652439691.072131 74.929066 1.752932 -4.051934 -0.014226 0.003437 0.031120 0.999409
1652439692.074434 75.471388 1.791908 -4.068230 -0.014584 0.003168 0.034147 0.999305
1652439693.128766 75.995559 1.840027 -4.085708 -0.013257 0.002685 0.040307 0.999096
1652439694.130163 76.514536 1.888159 -4.098640 -0.011971 0.002544 0.034510 0.999329
1652439695.128139 77.026877 1.922355 -4.121755 -0.013026 0.001593 0.017467 0.999761
1652439696.237987 77.560232 1.943022 -4.141298 -0.012824 0.002459 0.027719 0.999530
1652439697.240720 78.100809 1.984154 -4.170439 -0.013366 0.003306 0.043474 0.998960
1652439698.240115 78.632353 2.047818 -4.197507 -0.012579 0.003799 0.055243 0.998386
1652439699.299290 79.158428 2.112135 -4.223806 -0.012161 0.003489 0.050807 0.998628
1652439700.406170 79.689897 2.165554 -4.250128 -0.014119 0.002864 0.042230 0.999004
1652439701.404052 80.204164 2.207613 -4.278142 -0.015238 0.001681 0.028373 0.999480
1652439702.404343 80.735647 2.245261 -4.311509 -0.012636 0.001751 0.050928 0.998621
1652439703.402459 81.270994 2.317696 -4.336923 -0.012743 0.002281 0.058201 0.998221
1652439704.402800 81.790312 2.372411 -4.358979 -0.013787 0.001645 0.045965 0.998847
1652439705.296504 82.295517 2.428220 -4.388998 -0.013758 0.002176 0.050688 0.998617
1652439706.293881 82.838144 2.487319 -4.417972 -0.013948 0.002897 0.047847 0.998753
1652439707.235151 83.340464 2.543200 -4.447342 -0.013897 0.002298 0.045329 0.998873
1652439708.234929 83.875796 2.590725 -4.472697 -0.014703 0.001753 0.037310 0.999194
1652439709.125924 84.371957 2.637690 -4.491337 -0.013196 0.002638 0.048874 0.998714
1652439710.126516 84.895646 2.696145 -4.509524 -0.012334 0.002606 0.049858 0.998677
1652439711.237414 85.405190 2.762830 -4.528678 -0.012648 0.002650 0.059446 0.998148
1652439712.293091 85.923345 2.836433 -4.550367 -0.013391 0.002899 0.067895 0.997598
1652439713.228103 86.464574 2.930514 -4.574710 -0.013446 0.003249 0.078136 0.996847
1652439714.234610 86.975607 3.006609 -4.604606 -0.015123 0.001851 0.057902 0.998206
1652439715.228087 87.510647 3.063587 -4.646605 -0.013619 0.000840 0.048280 0.998741
1652439716.228094 88.019944 3.112488 -4.677386 -0.012524 0.001379 0.062653 0.997956
1652439717.228325 88.526266 3.181408 -4.709689 -0.012308 0.000676 0.079787 0.996736
1652439718.124461 89.043887 3.270597 -4.724177 -0.010882 0.000967 0.087426 0.996111
1652439719.235923 89.584244 3.361732 -4.745553 -0.012475 0.000500 0.081247 0.996616
1652439720.123244 90.096729 3.438922 -4.758725 -0.013837 -0.000336 0.058872 0.998170
1652439721.123115 90.638069 3.502824 -4.764012 -0.014483 -0.000795 0.047236 0.998778
1652439722.220778 91.178602 3.561045 -4.772209 -0.014994 -0.000981 0.052996 0.998482
1652439723.221089 91.674241 3.629131 -4.776491 -0.015366 -0.000945 0.062420 0.997931
1652439724.219266 92.178162 3.713960 -4.786800 -0.014093 -0.000296 0.089975 0.995844
1652439725.220271 92.669000 3.829039 -4.798411 -0.013254 0.001102 0.125539 0.992000
1652439726.286716 93.138912 3.998041 -4.833968 -0.009886 0.002620 0.185493 0.982592
1652439727.387581 93.611684 4.250493 -4.870367 -0.004336 0.006421 0.261913 0.965060
1652439728.387530 94.019004 4.550179 -4.908103 0.003176 0.011029 0.347419 0.937640
1652439729.289371 94.314431 4.870106 -4.949340 0.005807 0.013048 0.430313 0.902567
1652439730.394954 94.598839 5.292341 -4.989484 0.005771 0.012678 0.449611 0.893116
1652439731.459222 94.884828 5.727348 -5.024290 0.006458 0.012802 0.458107 0.888782
1652439732.459353 95.175049 6.173466 -5.062199 0.006166 0.011553 0.458418 0.888640
1652439733.567425 95.478493 6.625121 -5.099668 0.004701 0.010227 0.453507 0.891182
1652439734.457024 95.763786 7.034598 -5.127376 0.002875 0.009510 0.436309 0.899742
1652439735.390297 96.076216 7.434720 -5.162452 0.001229 0.007893 0.417195 0.908782
1652439736.389163 96.431137 7.852735 -5.195598 -0.000235 0.006479 0.401591 0.915796
1652439737.228961 96.772041 8.235240 -5.225030 -0.000548 0.006228 0.397323 0.917658
1652439738.062198 97.104252 8.614051 -5.254258 -0.000078 0.006580 0.401384 0.915886
1652439738.955841 97.436721 8.990992 -5.284602 -0.000068 0.006608 0.404282 0.914611
1652439740.059070 97.769338 9.389676 -5.317410 0.000232 0.006696 0.419363 0.907794
1652439741.057625 98.105805 9.822851 -5.335808 0.003977 0.008503 0.456825 0.889507
1652439742.126652 98.374017 10.277642 -5.351547 0.009265 0.011455 0.530580 0.847507
1652439742.893271 98.495651 10.618795 -5.358580 0.014617 0.015243 0.603975 0.796724
1652439743.727995 98.559784 11.035151 -5.365354 0.019903 0.018829 0.677839 0.734699
1652439744.461858 98.545821 11.460907 -5.367856 0.022835 0.021536 0.740384 0.671451
1652439745.463107 98.451124 11.961133 -5.369372 0.027291 0.023790 0.765653 0.642234
1652439746.464966 98.337653 12.485542 -5.376562 0.027543 0.023194 0.765773 0.642102
1652439747.469117 98.223341 13.023566 -5.392396 0.027000 0.021727 0.762417 0.646158
1652439748.406446 98.119602 13.537549 -5.408273 0.027536 0.022385 0.755042 0.654715
1652439749.296844 98.033289 14.043058 -5.428547 0.027172 0.022070 0.747394 0.663458
1652439750.240801 97.960405 14.554146 -5.445383 0.028972 0.024734 0.745224 0.665725
1652439751.239009 97.882305 15.077891 -5.456820 0.027025 0.023734 0.739683 0.671994
1652439752.130502 97.827384 15.581589 -5.474373 0.025810 0.023160 0.725984 0.686837
1652439753.074463 97.773079 16.096305 -5.494438 0.026899 0.023570 0.745480 0.665568
1652439753.964221 97.703356 16.622523 -5.509919 0.026783 0.023497 0.739979 0.671686
1652439754.964017 97.627582 17.153098 -5.527614 0.027052 0.024021 0.750230 0.660187
1652439755.964079 97.546694 17.665967 -5.540794 0.026553 0.023525 0.747110 0.663753
1652439756.966806 97.470328 18.207505 -5.555728 0.026221 0.023157 0.740405 0.671250
1652439758.079473 97.402431 18.717682 -5.569566 0.026368 0.022407 0.746704 0.664255
1652439759.130976 97.322206 19.257588 -5.579661 0.028377 0.023728 0.754095 0.655723
1652439760.072653 97.222730 19.794962 -5.596940 0.029232 0.024668 0.753359 0.656496
1652439760.903082 97.143141 20.302805 -5.620221 0.027465 0.023236 0.748423 0.662245
1652439761.797195 97.062950 20.832470 -5.642360 0.028360 0.024726 0.744039 0.667076
1652439762.629307 96.993141 21.336641 -5.675448 0.028772 0.024800 0.749427 0.660996
1652439763.461279 96.905039 21.855513 -5.694512 0.027566 0.023497 0.758882 0.650220
1652439764.296512 96.805032 22.351182 -5.715756 0.028479 0.023886 0.769228 0.637893
1652439765.241809 96.689731 22.843901 -5.734328 0.028204 0.023562 0.772285 0.634212
1652439766.129308 96.564837 23.377648 -5.753565 0.028582 0.023481 0.776037 0.629602
1652439767.066226 96.435223 23.902994 -5.767972 0.025468 0.021333 0.776386 0.629381
1652439767.900160 96.303685 24.403537 -5.778927 0.024038 0.021912 0.781813 0.622664
1652439768.726128 96.160613 24.914818 -5.796077 0.024593 0.022888 0.805584 0.591529
1652439769.627265 95.956169 25.399336 -5.813584 0.025818 0.023926 0.848905 0.527372
1652439770.629507 95.679780 25.827603 -5.826949 0.027788 0.025786 0.893855 0.446750
1652439771.463563 95.315022 26.214228 -5.822845 0.030795 0.028239 0.927863 0.370574
1652439772.402563 94.892607 26.553609 -5.797201 0.034047 0.032129 0.940171 0.337472
1652439773.302656 94.475586 26.871269 -5.782117 0.036671 0.035378 0.946537 0.318546
1652439774.406803 94.046411 27.161691 -5.763449 0.037776 0.035252 0.952013 0.301665
1652439775.410460 93.581486 27.453272 -5.760810 0.038557 0.036514 0.953683 0.296088
1652439776.415871 93.146728 27.728928 -5.742275 0.038682 0.035599 0.955153 0.291410
1652439777.470205 92.686668 28.009771 -5.720725 0.039197 0.036178 0.958042 0.281622
1652439778.473575 92.217726 28.286672 -5.704066 0.038969 0.035984 0.957016 0.285143
1652439779.416977 91.782359 28.553318 -5.692253 0.038723 0.036108 0.956090 0.288250
1652439780.415320 91.325620 28.833896 -5.687174 0.038726 0.036336 0.958454 0.280261
1652439781.583575 90.884486 29.081708 -5.685548 0.038279 0.036197 0.960011 0.274962
1652439782.806375 90.436349 29.336835 -5.677192 0.038441 0.035824 0.962631 0.265671
1652439783.974688 89.979203 29.598793 -5.652604 0.038545 0.037016 0.961474 0.269651
